ID,Label
10225,1
10226,0
10227,1
10228,0
10229,1
10230,0
10231,1
10232,0
10233,1
10234,0
10235,1
10236,0
10237,1
10238,0
10239,1
10240,0
10241,1
10242,0
10243,1
10244,0
10245,1
10246,0
10247,1
10248,0
10249,1
10250,0
10251,1
10252,0
10253,1
10254,0
10255,1
10256,0
10257,1
10258,0
10259,1
10260,0
10261,1
10262,0
10263,1
10264,0
10265,1
10266,0
10267,1
10268,0
10269,1
10270,0
10271,1
10272,0
10273,1
10274,0
10275,1
10276,0
10277,1
10278,0
10279,1
10280,0
10281,1
10282,0
10283,1
10284,0
10285,1
10286,0
10287,1
10288,0
10289,1
10290,0
10291,1
10292,0
10293,1
10294,0
10295,1
10296,0
10297,1
10298,0
10299,1
10300,0
10301,1
10302,0
10303,1
10304,0
10305,1
10306,0
10307,1
10308,0
10309,1
10310,0
10311,1
10312,0
10313,1
10314,0
10315,1
10316,0
10317,1
10318,0
10319,1
10320,0
10321,1
10322,0
10323,1
10324,0
10325,1
10326,0
10327,1
10328,0
10329,1
10330,0
10331,1
10332,0
10333,1
10334,0
10335,1
10336,0
10337,1
10338,0
10339,1
10340,0
10341,1
10342,0
10343,1
10344,0
10345,1
10346,0
10347,1
10348,0
10349,1
10350,0
10351,1
10352,0
10353,1
10354,0
10355,1
10356,0
10357,1
10358,0
10359,1
10360,0
10361,1
10362,0
10363,1
10364,0
10365,1
10366,0
10367,1
10368,0
10369,1
10370,0
10371,1
10372,0
10373,1
10374,0
10375,1
10376,0
10377,1
10378,0
10379,1
10380,0
10381,1
10382,0
10383,1
10384,0
10385,1
10386,0
10387,1
10388,0
10389,1
10390,0
10391,1
10392,0
10393,1
10394,0
10395,1
10396,0
10397,1
10398,0
10399,1
10400,0
10401,1
10402,0
10403,1
10404,0
10405,1
10406,0
10407,1
10408,0
10409,1
10410,0
10411,1
10412,0
10413,1
10414,0
10415,1
10416,0
10417,1
10418,0
10419,1
10420,0
10421,1
10422,0
10423,1
10424,0
10425,1
10426,0
10427,1
10428,0
10429,1
10430,0
10431,1
10432,0
10433,1
10434,0
10435,1
10436,0
10437,1
10438,0
10439,1
10440,0
10441,1
10442,0
10443,1
10444,0
10445,1
10446,0
10447,1
10448,0
10449,1
10450,0
10451,1
10452,0
10453,1
10454,0
10455,1
10456,0
10457,1
10458,0
10459,1
10460,0
10461,1
10462,0
10463,1
10464,0
10465,1
10466,0
10467,1
10468,0
10469,1
10470,0
10471,1
10472,0
10473,1
10474,0
10475,1
10476,0
10477,1
10478,0
10479,1
10480,0
10481,1
10482,0
10483,1
10484,0
10485,1
10486,0
10487,1
10488,0
10489,1
10490,0
10491,1
10492,0
10493,1
10494,0
10495,1
10496,0
10497,1
10498,0
10499,1
10500,0
10501,1
10502,0
10503,1
10504,0
10505,1
10506,0
10507,1
10508,0
10509,1
10510,0
10511,1
10512,0
10513,1
10514,0
10515,1
10516,0
10517,1
10518,0
10519,1
10520,0
10521,1
10522,0
10523,1
10524,0
10525,1
10526,0
10527,1
10528,0
10529,1
10530,0
10531,1
10532,0
10533,1
10534,0
10535,1
10536,0
10537,1
10538,0
10539,1
10540,0
10541,1
10542,0
10543,1
10544,0
10545,1
10546,0
10547,1
10548,0
10549,1
10550,0
10551,1
10552,0
10553,1
10554,0
10555,1
10556,0
10557,1
10558,0
10559,1
10560,0
10561,1
10562,0
10563,1
10564,0
10565,1
10566,0
10567,1
10568,0
10569,1
10570,0
10571,1
10572,0
10573,1
10574,0
10575,1
10576,0
10577,1
10578,0
10579,1
10580,0
10581,1
10582,0
10583,1
10584,0
10585,1
10586,0
10587,1
10588,0
10589,1
10590,0
10591,1
10592,0
10593,1
10594,0
10595,1
10596,0
10597,1
10598,0
10599,1
10600,0
10601,1
10602,0
10603,1
10604,0
10605,1
10606,0
10607,1
10608,0
10609,1
10610,0
10611,1
10612,0
10613,1
10614,0
10615,1
10616,0
10617,1
10618,0
10619,1
10620,0
10621,1
10622,0
10623,1
10624,0
10625,1
10626,0
10627,1
10628,0
10629,1
10630,0
10631,1
10632,0
10633,1
10634,0
10635,1
10636,0
10637,1
10638,0
10639,1
10640,0
10641,1
10642,0
10643,1
10644,0
10645,1
10646,0
10647,1
10648,0
10649,1
10650,0
10651,1
10652,0
10653,1
10654,0
10655,1
10656,0
10657,1
10658,0
10659,1
10660,0
10661,1
10662,0
10663,1
10664,0
10665,1
10666,0
10667,1
10668,0
10669,1
10670,0
10671,1
10672,0
10673,1
10674,0
10675,1
10676,0
10677,1
10678,0
10679,1
10680,0
10681,1
10682,0
10683,1
10684,0
10685,1
10686,0
10687,1
10688,0
10689,1
10690,0
10691,1
10692,0
10693,1
10694,0
10695,1
10696,0
10697,1
10698,0
10699,1
10700,0
10701,1
10702,0
10703,1
10704,0
10705,1
10706,0
10707,1
10708,0
10709,1
10710,0
10711,1
10712,0
10713,1
10714,0
10715,1
10716,0
10717,1
10718,0
10719,1
10720,0
10721,1
10722,0
10723,1
10724,0
10725,1
10726,0
10727,1
10728,0
10729,1
10730,0
10731,1
10732,0
10733,1
10734,0
10735,1
10736,0
10737,1
10738,0
10739,1
10740,0
10741,1
10742,0
10743,1
10744,0
10745,1
10746,0
10747,1
10748,0
10749,1
10750,0
10751,1
10752,0
10753,1
10754,0
10755,1
10756,0
10757,1
10758,0
10759,1
10760,0
10761,1
10762,0
10763,1
10764,0
10765,1
10766,0
10767,1
10768,0
10769,1
10770,0
10771,1
10772,0
10773,1
10774,0
10775,1
10776,0
10777,1
10778,0
10779,1
10780,0
10781,1
10782,0
10783,1
10784,0
10785,1
10786,0
10787,1
10788,0
10789,1
10790,0
10791,1
10792,0
10793,1
10794,0
10795,1
10796,0
10797,1
10798,0
10799,1
10800,0
10801,1
10802,0
10803,1
10804,0
10805,1
10806,0
10807,1
10808,0
10809,1
10810,0
10811,1
10812,0
10813,1
10814,0
10815,1
10816,0
10817,1
10818,0
10819,1
10820,0
10821,1
10822,0
10823,1
10824,0
10825,1
10826,0
10827,1
10828,0
10829,1
10830,0
10831,1
10832,0
10833,1
10834,0
10835,1
10836,0
10837,1
10838,0
10839,1
10840,0
10841,1
10842,0
10843,1
10844,0
10845,1
10846,0
10847,1
10848,0
10849,1
10850,0
10851,1
10852,0
10853,1
10854,0
10855,1
10856,0
10857,1
10858,0
10859,1
10860,0
10861,1
10862,0
10863,1
10864,0
10865,1
10866,0
10867,1
10868,0
10869,1
10870,0
10871,1
10872,0
10873,1
10874,0
10875,1
10876,0
10877,1
10878,0
10879,1
10880,0
10881,1
10882,0
10883,1
10884,0
10885,1
10886,0
10887,1
10888,0
10889,1
10890,0
10891,1
10892,0
10893,1
10894,0
10895,1
10896,0
10897,1
10898,0
10899,1
10900,0
10901,1
10902,0
10903,1
10904,0
10905,1
10906,0
10907,1
10908,0
10909,1
10910,0
10911,1
10912,0
10913,1
10914,0
10915,1
10916,0
10917,1
10918,0
10919,1
10920,0
10921,1
10922,0
10923,1
10924,0
10925,1
10926,0
10927,1
10928,0
10929,1
10930,0
10931,1
10932,0
10933,1
10934,0
10935,1
10936,0
10937,1
10938,0
10939,1
10940,0
10941,1
10942,0
10943,1
10944,0
10945,1
10946,0
10947,1
10948,0
10949,1
10950,0
10951,1
10952,0
10953,1
10954,0
10955,1
10956,0
10957,1
10958,0
10959,1
10960,0
10961,1
10962,0
10963,1
10964,0
10965,1
10966,0
10967,1
10968,0
10969,1
10970,0
10971,1
10972,0
10973,1
10974,0
10975,1
10976,0
10977,1
10978,0
10979,1
10980,0
10981,1
10982,0
10983,1
10984,0
10985,1
10986,0
10987,1
10988,0
10989,1
10990,0
10991,1
10992,0
10993,1
10994,0
10995,1
10996,0
10997,1
10998,0
10999,1
11000,0
11001,1
11002,0
11003,1
11004,0
11005,1
11006,0
11007,1
11008,0
11009,1
11010,0
11011,1
11012,0
11013,1
11014,0
11015,1
11016,0
11017,1
11018,0
11019,1
11020,0
11021,1
11022,0
11023,1
11024,0
11025,1
11026,0
11027,1
11028,0
11029,1
11030,0
11031,1
11032,0
11033,1
11034,0
11035,1
11036,0
11037,1
11038,0
11039,1
11040,0
11041,1
11042,0
11043,1
11044,0
11045,1
11046,0
11047,1
11048,0
11049,1
11050,0
11051,1
11052,0
11053,1
11054,0
11055,1
11056,0
11057,1
11058,0
11059,1
11060,0
11061,1
11062,0
11063,1
11064,0
11065,1
11066,0
11067,1
11068,0
11069,1
11070,0
11071,1
11072,0
11073,1
11074,0
11075,1
11076,0
11077,1
11078,0
11079,1
11080,0
11081,1
11082,0
11083,1
11084,0
11085,1
11086,0
11087,1
11088,0
11089,1
11090,0
11091,1
11092,0
11093,1
11094,0
11095,1
11096,0
11097,1
11098,0
11099,1
11100,0
11101,1
11102,0
11103,1
11104,0
11105,1
11106,0
11107,1
11108,0
11109,1
11110,0
11111,1
11112,0
11113,1
11114,0
11115,1
11116,0
11117,1
11118,0
11119,1
11120,0
11121,1
11122,0
11123,1
11124,0
11125,1
11126,0
11127,1
11128,0
11129,1
11130,0
11131,1
11132,0
11133,1
11134,0
11135,1
11136,0
11137,1
11138,0
11139,1
11140,0
11141,1
11142,0
11143,1
11144,0
11145,1
11146,0
11147,1
11148,0
11149,1
11150,0
11151,1
11152,0
11153,1
11154,0
11155,1
11156,0
11157,1
11158,0
11159,1
11160,0
11161,1
11162,0
11163,1
11164,0
11165,1
11166,0
11167,1
11168,0
11169,1
11170,0
11171,1
11172,0
11173,1
11174,0
11175,1
11176,0
11177,1
11178,0
11179,1
11180,0
11181,1
11182,0
11183,1
11184,0
11185,1
11186,0
11187,1
11188,0
11189,1
11190,0
11191,1
11192,0
11193,1
11194,0
11195,1
11196,0
11197,1
11198,0
11199,1
11200,0
11201,1
11202,0
11203,1
11204,0
11205,1
11206,0
11207,1
11208,0
11209,1
11210,0
11211,1
11212,0
11213,1
11214,0
11215,1
11216,0
11217,1
11218,0
11219,1
11220,0
11221,1
11222,0
11223,1
11224,0
11225,1
11226,0
11227,1
11228,0
11229,1
11230,0
11231,1
11232,0
11233,1
11234,0
11235,1
11236,0
11237,1
11238,0
11239,1
11240,0
11241,1
11242,0
11243,1
11244,0
11245,1
11246,0
11247,1
11248,0
11249,1
11250,0
11251,1
11252,0
11253,1
11254,0
11255,1
11256,0
11257,1
11258,0
11259,1
11260,0
11261,1
11262,0
11263,1
11264,0
11265,1
11266,0
11267,1
11268,0
11269,1
11270,0
11271,1
11272,0
11273,1
11274,0
11275,1
11276,0
11277,1
11278,0
11279,1
11280,0
11281,1
11282,0
11283,1
11284,0
11285,1
11286,0
11287,1
11288,0
11289,1
11290,0
11291,1
11292,0
11293,1
11294,0
11295,1
11296,0
11297,1
11298,0
11299,1
11300,0
11301,1
11302,0
11303,1
11304,0
11305,1
11306,0
11307,1
11308,0
11309,1
11310,0
11311,1
11312,0
11313,1
11314,0
11315,1
11316,0
11317,1
11318,0
11319,1
11320,0
11321,1
11322,0
11323,1
11324,0
11325,1
11326,0
11327,1
11328,0
11329,1
11330,0
11331,1
11332,0
11333,1
11334,0
11335,1
11336,0
11337,1
11338,0
11339,1
11340,0
11341,1
11342,0
11343,1
11344,0
11345,1
11346,0
11347,1
11348,0
11349,1
11350,0
11351,1
11352,0
11353,1
11354,0
11355,1
11356,0
11357,1
11358,0
11359,1
11360,0
11361,1
11362,0
11363,1
11364,0
11365,1
11366,0
11367,1
11368,0
11369,1
11370,0
11371,1
11372,0
11373,1
11374,0
11375,1
11376,0
11377,1
11378,0
11379,1
11380,0
11381,1
11382,0
11383,1
11384,0
11385,1
11386,0
11387,1
11388,0
11389,1
11390,0
11391,1
11392,0
11393,1
11394,0
11395,1
11396,0
11397,1
11398,0
11399,1
11400,0
11401,1
11402,0
11403,1
11404,0
11405,1
11406,0
11407,1
11408,0
11409,1
11410,0
11411,1
11412,0
11413,1
11414,0
11415,1
11416,0
11417,1
11418,0
11419,1
11420,0
11421,1
11422,0
11423,1
11424,0
11425,1
11426,0
11427,1
11428,0
11429,1
11430,0
11431,1
11432,0
11433,1
11434,0
11435,1
11436,0
11437,1
11438,0
11439,1
11440,0
11441,1
11442,0
11443,1
11444,0
11445,1
11446,0
11447,1
11448,0
11449,1
11450,0
11451,1
11452,0
11453,1
11454,0
11455,1
11456,0
11457,1
11458,0
11459,1
11460,0
11461,1
11462,0
11463,1
11464,0
11465,1
11466,0
11467,1
11468,0
11469,1
11470,0
11471,1
11472,0
11473,1
11474,0
11475,1
11476,0
11477,1
11478,0
11479,1
11480,0
11481,1
11482,0
11483,1
11484,0
11485,1
11486,0
11487,1
11488,0
11489,1
11490,0
11491,1
11492,0
11493,1
11494,0
11495,1
11496,0
11497,1
11498,0
11499,1
11500,0
11501,1
11502,0
11503,1
11504,0
11505,1
11506,0
11507,1
11508,0
11509,1
11510,0
11511,1
11512,0
11513,1
11514,0
11515,1
11516,0
11517,1
11518,0
11519,1
11520,0
11521,1
11522,0
11523,1
11524,0
11525,1
11526,0
11527,1
11528,0
11529,1
11530,0
11531,1
11532,0
11533,1
11534,0
11535,1
11536,0
11537,1
11538,0
11539,1
11540,0
11541,1
11542,0
11543,1
11544,0
11545,1
11546,0
11547,1
11548,0
11549,1
11550,0
11551,1
11552,0
11553,1
11554,0
11555,1
11556,0
11557,1
11558,0
11559,1
11560,0
11561,1
11562,0
11563,1
11564,0
11565,1
11566,0
11567,1
11568,0
11569,1
11570,0
11571,1
11572,0
11573,1
11574,0
11575,1
11576,0
11577,1
11578,0
11579,1
11580,0
11581,1
11582,0
11583,1
11584,0
11585,1
11586,0
11587,1
11588,0
11589,1
11590,0
11591,1
11592,0
11593,1
11594,0
11595,1
11596,0
11597,1
11598,0

